1066,108,325.4,0.05,0:00:48
1067,120,697.5,0.05,0:01:42
1068,131,787.4,0.05,0:02:43
1069,416,2342.1,0.05,0:05:52
1070,418,2427.3,0.05,0:09:01
1071,39,-18.3,0.05,0:09:19
1072,50,73.9,0.05,0:09:42
1073,15,-139.1,0.05,0:09:50
1074,78,168.8,0.05,0:10:25
1075,38,-30.4,0.05,0:10:42
1076,130,726.9,0.05,0:11:41
1077,145,544.3,0.05,0:12:48
1078,64,123.4,0.05,0:13:18
1079,63,155.2,0.05,0:13:47
1080,66,135.9,0.05,0:14:17
1081,165,641.2,0.05,0:15:31
1082,65,164.9,0.05,0:16:01
1083,94,278.0,0.05,0:16:44
1084,54,78.1,0.05,0:17:09
1085,102,340.9,0.05,0:17:55
1086,33,-15.8,0.05,0:18:11
1087,136,783.7,0.05,0:19:13
1088,35,-19.6,0.05,0:19:28
1089,36,8.0,0.05,0:19:45
1090,130,770.8,0.05,0:20:43
1091,167,679.0,0.05,0:21:59
1092,43,28.5,0.05,0:22:19
1093,133,557.7,0.05,0:23:19
1094,419,2278.3,0.05,0:26:27
1095,423,2590.0,0.05,0:29:35
1096,425,2532.9,0.05,0:32:44
1097,421,2351.4,0.05,0:35:52
1098,424,2450.0,0.05,0:39:00
1099,427,2440.3,0.05,0:42:06
1100,46,42.5,0.05,0:42:27
1101,35,-41.1,0.05,0:42:44
1102,39,-2.7,0.05,0:43:02
1103,66,155.4,0.05,0:43:31
1104,34,-23.7,0.05,0:43:47
1105,301,1535.8,0.05,0:45:58
1106,67,144.9,0.05,0:46:28
1107,282,1303.2,0.05,0:48:32
1108,428,2674.3,0.05,0:51:38
1109,221,1014.6,0.05,0:53:14
1110,422,2384.8,0.05,0:56:20
1111,101,621.6,0.05,0:57:05
1112,35,-18.1,0.05,0:57:21
1113,126,759.5,0.05,0:58:17
1114,90,313.4,0.05,0:58:57
1115,126,548.4,0.05,0:59:52
1116,95,301.8,0.05,1:00:33
1117,33,-35.9,0.05,1:00:50
1118,429,2440.1,0.05,1:03:55
1119,428,2375.5,0.05,1:07:02
1120,108,374.2,0.05,1:07:51
1121,277,1252.7,0.05,1:09:54
1122,421,2151.9,0.05,1:13:03
1123,141,847.9,0.05,1:14:05
1124,66,145.5,0.05,1:14:36
1125,131,756.1,0.05,1:15:36
1126,426,2584.8,0.05,1:18:43
1127,14,-126.2,0.05,1:18:50
