504,24,-189.0,0.08
505,52,-55.1,0.08
506,17,-173.9,0.08
507,17,-170.6,0.08
508,68,41.2,0.08
509,42,-66.1,0.08
510,80,52.4,0.08
511,45,-53.6,0.08
512,46,-108.4,0.08
513,37,-132.0,0.08
514,25,-156.7,0.08
515,53,-71.2,0.08
516,183,371.1,0.08
517,26,-160.1,0.08
518,42,-106.0,0.08
519,18,-177.2,0.07
520,97,45.3,0.07
521,18,-177.2,0.07
522,18,-170.6,0.07
523,31,-119.6,0.07
524,48,-37.4,0.07
525,37,-81.5,0.07
526,44,-116.6,0.07
527,42,-89.8,0.07
528,18,-170.6,0.07
529,37,-54.3,0.07
530,90,149.6,0.07
531,20,-177.2,0.07
532,43,-119.6,0.07
533,20,-173.9,0.07
534,24,-180.6,0.07
535,22,-177.2,0.07
536,24,-164.0,0.07
537,52,-75.0,0.07
538,18,-180.5,0.07
539,77,-27.3,0.07
540,58,-117.8,0.07
541,141,319.4,0.07
542,73,67.4,0.07
543,30,-165.1,0.07
544,74,60.8,0.07
545,41,-68.8,0.07
546,45,-37.6,0.07
547,34,-98.4,0.07
548,138,221.1,0.06
549,70,40.4,0.06
550,130,147.2,0.06
551,105,173.4,0.06
552,32,-41.0,0.06
553,196,617.0,0.06
554,68,28.5,0.06
555,23,-170.6,0.06
556,28,-171.4,0.06
557,379,1510.4,0.06
558,165,606.0,0.06
559,74,119.2,0.06
560,113,390.9,0.06
561,32,-101.3,0.06
562,41,-42.4,0.06
563,124,265.4,0.06
564,46,-51.1,0.06
565,21,-167.3,0.06
566,156,345.3,0.06
567,45,-51.9,0.06
568,16,-170.6,0.06
569,80,48.0,0.06
570,39,-103.1,0.06
571,101,15.0,0.06
572,22,-164.0,0.06
573,27,-172.4,0.06
574,21,-173.9,0.06
575,36,-135.0,0.06
576,51,-44.9,0.06
577,37,-89.8,0.06
578,23,-170.6,0.06
579,51,-121.4,0.06
580,50,-82.0,0.06
581,54,-51.8,0.05
582,65,-30.7,0.05
583,29,-185.3,0.05
584,42,-179.9,0.05
585,41,-70.2,0.05
586,52,22.8,0.05
587,43,-39.1,0.05
588,71,130.8,0.05
589,39,-93.3,0.05
590,45,-64.0,0.05
591,41,-52.1,0.05
592,222,684.2,0.05
593,76,-26.4,0.05
594,38,-91.6,0.05
595,38,-87.8,0.05
596,37,-100.4,0.05
597,103,29.0,0.05
598,23,-170.6,0.05
599,204,622.1,0.05
600,102,81.2,0.05
601,92,72.5,0.05
602,282,919.2,0.05
603,40,-34.7,0.05
604,75,124.6,0.05
605,81,37.5,0.05
606,19,-167.3,0.05
607,90,89.2,0.05
608,37,-95.8,0.05
609,161,327.2,0.05
610,43,-111.5,0.05
611,189,512.1,0.05
612,164,361.7,0.05
613,64,-110.7,0.05
614,24,-155.1,0.05
615,38,-84.2,0.05
616,83,4.4,0.05
617,35,-91.1,0.05
618,73,22.8,0.05
619,153,497.2,0.05
620,52,-10.3,0.05
621,119,257.6,0.05
622,52,-81.1,0.05
623,39,-95.8,0.05
624,19,-152.1,0.05
625,181,700.2,0.05
626,65,22.1,0.05
627,18,-157.4,0.05
628,74,-13.6,0.05
629,31,-91.3,0.05
630,93,190.6,0.05
631,51,-82.8,0.05
632,29,-120.0,0.05
633,70,47.2,0.05
634,30,-85.3,0.05
635,39,-51.6,0.05
636,42,-84.6,0.05
637,339,1254.9,0.05
638,47,-126.9,0.05
639,120,184.9,0.05
640,44,-107.8,0.05
641,41,-112.4,0.05
642,76,32.4,0.05
643,50,-19.8,0.05
644,272,978.0,0.05
645,34,-169.5,0.05
646,67,23.8,0.05
647,54,-64.0,0.05
648,19,-160.7,0.05
649,21,-143.5,0.05
650,59,-22.0,0.05
651,43,-33.1,0.05
652,95,267.9,0.05
653,25,-158.1,0.05
654,90,93.1,0.05
655,86,45.3,0.05
656,21,-162.0,0.05
657,82,22.3,0.05
658,376,1942.6,0.05
659,42,-51.3,0.05
660,173,570.2,0.05
661,388,2007.7,0.05
662,87,159.2,0.05
663,79,88.4,0.05
664,28,-121.6,0.05
665,62,22.7,0.05
666,89,119.0,0.05
667,185,774.7,0.05
668,144,395.1,0.05
669,42,-80.4,0.05
670,375,1703.6,0.05
671,60,-7.9,0.05
672,21,-155.4,0.05
673,165,677.8,0.05
674,55,50.4,0.05
675,96,118.0,0.05
676,115,264.3,0.05
677,95,182.3,0.05
678,191,620.7,0.05
679,75,8.3,0.05
680,228,562.3,0.05
681,85,120.4,0.05
682,250,881.0,0.05
683,43,-43.6,0.05
684,382,2039.1,0.05
685,142,412.1,0.05
686,96,167.6,0.05
687,149,444.1,0.05
688,172,594.7,0.05
689,140,362.1,0.05
690,134,463.9,0.05
691,259,921.1,0.05
692,135,349.9,0.05
693,179,450.2,0.05
694,67,124.3,0.05
695,54,-11.6,0.05
696,107,226.8,0.05
697,222,846.0,0.05
698,182,631.8,0.05
699,152,500.1,0.05
700,87,146.7,0.05
701,376,1811.7,0.05
702,48,2.5,0.05
703,152,508.7,0.05
704,178,472.7,0.05
705,81,125.1,0.05
706,118,324.5,0.05
707,232,860.3,0.05
708,25,-173.1,0.05
709,25,-103.8,0.05
710,56,2.1,0.05
711,127,251.6,0.05
712,51,-56.7,0.05
713,82,144.6,0.05
714,82,164.3,0.05
715,29,-116.5,0.05
716,50,-59.5,0.05
717,379,1790.0,0.05
718,383,1863.7,0.05
719,81,111.6,0.05
720,81,151.8,0.05
721,262,1016.5,0.05
722,130,420.7,0.05
723,146,596.9,0.05
724,102,322.1,0.05
725,380,1792.5,0.05
726,69,105.1,0.05
727,92,274.1,0.05
728,86,188.0,0.05
729,202,256.0,0.05
730,101,255.8,0.05
731,243,971.1,0.05
732,137,475.3,0.05
733,376,1829.4,0.05
734,100,229.2,0.05
735,100,330.6,0.05
736,351,1508.9,0.05
737,338,1381.7,0.05
738,67,29.7,0.05
739,378,1753.9,0.05
740,144,472.0,0.05
741,29,-113.5,0.05
742,384,1928.8,0.05
743,171,668.6,0.05
744,15,-168.6,0.05
745,319,1197.3,0.05
746,94,247.9,0.05
747,34,-79.7,0.05
748,16,-164.0,0.05
749,52,-5.9,0.05
750,46,-67.9,0.05
751,27,-95.3,0.05
752,80,232.6,0.05
753,89,258.1,0.05
754,137,403.1,0.05
755,111,357.2,0.05
756,77,155.1,0.05
757,89,206.0,0.05
758,152,415.2,0.05
759,38,-46.4,0.05
760,55,36.7,0.05
761,107,234.0,0.05
762,237,860.3,0.05
763,98,96.8,0.05
764,116,277.5,0.05
765,74,148.0,0.05
766,79,212.7,0.05
767,72,148.8,0.05
768,124,360.3,0.05
769,144,420.1,0.05
770,256,1150.6,0.05
771,114,242.2,0.05
772,91,204.9,0.05
773,378,2054.9,0.05
774,154,502.6,0.05
775,196,853.7,0.05
776,100,248.6,0.05
777,349,1616.0,0.05
778,382,1908.1,0.05
779,99,252.1,0.05
780,280,1287.2,0.05
781,54,22.3,0.05
782,30,-117.8,0.05
783,135,382.6,0.05
784,187,772.9,0.05
785,76,76.5,0.05
786,263,967.1,0.05
787,174,650.8,0.05
788,76,183.6,0.05
789,394,2063.9,0.05
790,37,-59.6,0.05
791,137,449.1,0.05
792,231,988.8,0.05
793,138,471.1,0.05
794,87,211.9,0.05
795,170,707.0,0.05
796,151,410.3,0.05
797,75,192.5,0.05
798,91,193.7,0.05
799,30,-78.0,0.05
800,47,-2.8,0.05
801,205,879.6,0.05
802,54,13.8,0.05
803,213,674.1,0.05
804,266,1250.1,0.05
805,52,39.2,0.05
806,74,224.8,0.05
807,112,467.6,0.05
808,57,-32.8,0.05
809,327,1609.9,0.05
810,183,712.8,0.05
811,137,677.4,0.05
812,39,-37.8,0.05
813,124,316.7,0.05
814,145,525.5,0.05
815,84,15.1,0.05
816,281,1158.6,0.05
817,110,427.7,0.05
818,70,152.1,0.05
819,236,995.8,0.05
820,385,1974.1,0.05
821,125,437.8,0.05
822,102,204.8,0.05
823,60,-10.7,0.05
824,339,1307.4,0.05
825,235,914.5,0.05
826,107,240.1,0.05
827,234,1102.8,0.05
828,61,58.0,0.05
829,40,-49.0,0.05
830,108,427.6,0.05
831,66,43.4,0.05
832,139,484.8,0.05
833,97,195.5,0.05
834,125,425.3,0.05
835,70,118.2,0.05
836,143,527.4,0.05
837,17,-164.0,0.05
838,145,512.3,0.05
839,135,533.5,0.05
840,86,246.1,0.05
841,31,-89.9,0.05
842,64,119.6,0.05
843,85,208.3,0.05
844,201,844.5,0.05
845,62,21.1,0.05
846,385,2082.8,0.05
847,394,2186.4,0.05
848,52,18.6,0.05
849,60,41.2,0.05
850,61,77.4,0.05
851,56,36.7,0.05
852,31,-78.5,0.05
853,53,-1.0,0.05
854,83,153.3,0.05
855,266,1159.6,0.05
856,70,119.6,0.05
857,389,2242.8,0.05
858,313,1385.0,0.05
859,47,-62.7,0.05
860,45,-71.9,0.05
861,236,786.1,0.05
862,132,421.5,0.05
863,139,399.4,0.05
864,93,196.2,0.05
865,48,-190.7,0.05
866,262,1110.9,0.05
867,181,919.2,0.05
868,112,351.4,0.05
869,390,2105.6,0.05
870,55,32.9,0.05
871,355,1442.2,0.05
872,133,277.1,0.05
873,67,-90.6,0.05
874,239,954.6,0.05
875,250,826.0,0.05
876,34,-67.3,0.05
877,18,-162.0,0.05
878,53,-29.7,0.05
879,240,967.8,0.05
880,139,438.2,0.05
881,76,222.5,0.05
882,80,123.9,0.05
883,337,1599.9,0.05
884,77,175.9,0.05
885,83,224.9,0.05
886,76,206.1,0.05
887,51,23.2,0.05
888,16,-167.3,0.05
889,95,224.6,0.05
890,20,-173.7,0.05
891,383,2070.9,0.05
892,47,15.7,0.05
893,146,582.3,0.05
894,209,941.4,0.05
895,67,90.2,0.05
896,124,336.7,0.05
897,56,57.3,0.05
898,107,243.9,0.05
899,103,201.5,0.05
900,390,2316.7,0.05
901,196,732.3,0.05
902,52,-25.8,0.05
903,119,264.0,0.05
904,389,1765.5,0.05
905,42,-35.7,0.05
906,239,890.5,0.05
907,74,173.9,0.05
908,89,275.8,0.05
909,17,-156.7,0.05
910,53,54.0,0.05
911,188,780.9,0.05
912,72,71.9,0.05
913,163,805.7,0.05
914,144,480.8,0.05
915,99,238.0,0.05
916,34,-83.5,0.05
917,86,243.0,0.05
918,54,4.0,0.05
919,57,81.8,0.05
920,70,133.4,0.05
921,390,2084.3,0.05
922,92,243.5,0.05
923,121,361.2,0.05
924,105,435.3,0.05
925,17,-155.4,0.05
926,83,36.4,0.05
927,53,25.9,0.05
928,128,422.9,0.05
929,68,62.0,0.05
930,53,5.5,0.05
931,82,210.3,0.05
932,55,28.6,0.05
933,34,-77.2,0.05
934,33,-63.6,0.05
935,33,-87.5,0.05
936,179,553.4,0.05
937,120,319.3,0.05
938,75,25.7,0.05
939,51,14.0,0.05
940,390,2117.8,0.05
941,198,644.8,0.05
942,145,505.6,0.05
943,55,-20.7,0.05
944,122,246.0,0.05
945,21,-150.8,0.05
946,387,2138.4,0.05
947,293,1252.9,0.05
948,82,208.4,0.05
949,78,129.6,0.05
950,107,297.2,0.05
951,384,1986.3,0.05
952,372,2063.2,0.05
953,62,58.1,0.05
954,231,935.2,0.05
955,157,462.3,0.05
956,71,162.0,0.05
957,35,-68.2,0.05
958,91,221.4,0.05
959,70,196.9,0.05
960,385,2323.9,0.05
961,388,2486.3,0.05
962,388,2023.2,0.05
963,69,135.6,0.05
964,88,183.0,0.05
965,265,1155.9,0.05
966,29,-155.2,0.05
967,169,613.4,0.05
968,115,196.3,0.05
969,21,-156.7,0.05
970,67,3.5,0.05
971,21,-157.4,0.05
972,46,-81.6,0.05
973,386,2548.9,0.05
974,105,192.6,0.05
975,392,2125.7,0.05
976,385,1969.1,0.05
977,41,-75.5,0.05
978,58,-72.6,0.05
979,71,46.7,0.05
980,93,206.9,0.05
981,397,2237.8,0.05
982,54,25.6,0.05
983,23,-146.8,0.05
984,44,-36.5,0.05
985,112,350.4,0.05
986,161,604.6,0.05
987,44,-95.8,0.05
988,74,94.7,0.05
989,78,212.9,0.05
990,31,-167.5,0.05
991,62,38.3,0.05
992,320,1496.7,0.05
993,53,15.7,0.05
994,30,-171.5,0.05
995,60,28.4,0.05
996,54,-10.3,0.05
997,54,-55.0,0.05
998,41,-48.3,0.05
999,70,53.3,0.05
1000,63,59.2,0.05
