1032,121,418.1,0.05,0:00:53
1033,87,534.4,0.05,0:01:34
1034,59,131.7,0.05,0:02:01
1035,19,-103.1,0.05,0:02:10
1036,47,57.2,0.05,0:02:30
1037,47,56.1,0.05,0:02:52
1038,110,421.0,0.05,0:03:42
1039,14,-139.7,0.05,0:03:49
1040,67,147.3,0.05,0:04:20
1041,47,64.9,0.05,0:04:43
1042,66,171.1,0.05,0:05:14
1043,385,2015.2,0.05,0:08:10
1044,417,2623.9,0.05,0:11:20
1045,35,1.4,0.05,0:11:38
1046,64,154.5,0.05,0:12:07
1047,97,321.3,0.05,0:12:51
1048,98,350.2,0.05,0:13:36
1049,38,-10.8,0.05,0:13:54
1050,133,530.7,0.05,0:14:53
1051,327,1517.7,0.05,0:17:23
1052,114,655.7,0.05,0:18:16
1053,120,517.3,0.05,0:19:11
1054,417,2538.7,0.05,0:22:22
1055,413,2640.3,0.05,0:25:32
1056,64,448.4,0.05,0:26:03
1057,106,344.4,0.05,0:26:52
