101,18,-93.3,0.71,0:00:08
102,13,-134.3,0.7,0:00:14
103,17,-105.4,0.7,0:00:21
104,16,-132.5,0.7,0:00:28
105,12,-146.9,0.7,0:00:34
106,13,-141.8,0.69,0:00:40
107,17,-105.9,0.69,0:00:48
108,15,-109.6,0.69,0:00:55
109,39,14.2,0.69,0:01:13
110,17,-100.9,0.68,0:01:20
111,34,-14.7,0.68,0:01:35
112,18,-110.3,0.68,0:01:44
113,13,-130.3,0.68,0:01:50
114,9,-146.2,0.68,0:01:54
115,17,-109.0,0.67,0:02:02
116,11,-133.0,0.67,0:02:07
117,27,-99.2,0.67,0:02:19
118,18,-106.3,0.67,0:02:27
119,12,-145.4,0.66,0:02:33
120,16,-121.0,0.66,0:02:40
121,13,-136.3,0.66,0:02:46
122,13,-138.8,0.66,0:02:52
123,14,-136.7,0.65,0:02:58
124,33,-19.3,0.65,0:03:13
125,16,-119.5,0.65,0:03:20
126,37,-16.3,0.65,0:03:36
127,18,-106.3,0.65,0:03:44
128,14,-136.7,0.64,0:03:50
129,13,-135.8,0.64,0:03:56
130,22,-93.9,0.64,0:04:06
131,16,-113.5,0.64,0:04:13
132,12,-129.4,0.63,0:04:19
133,16,-128.0,0.63,0:04:26
134,18,-111.3,0.63,0:04:34
135,12,-146.9,0.63,0:04:40
136,15,-133.1,0.63,0:04:46
137,14,-138.2,0.62,0:04:53
138,12,-133.9,0.62,0:04:58
139,16,-122.5,0.62,0:05:06
140,22,-96.2,0.62,0:05:16
141,13,-133.3,0.61,0:05:21
142,12,-146.9,0.61,0:05:27
143,30,-75.1,0.61,0:05:40
144,13,-140.3,0.61,0:05:46
145,11,-146.0,0.61,0:05:51
146,13,-140.3,0.6,0:05:57
147,38,-32.5,0.6,0:06:14
148,14,-134.3,0.6,0:06:20
149,13,-133.3,0.6,0:06:26
150,16,-111.0,0.6,0:06:34
151,13,-137.3,0.59,0:06:40
152,34,-13.4,0.59,0:06:55
153,16,-106.0,0.59,0:07:02
154,13,-127.3,0.59,0:07:08
155,16,-110.5,0.58,0:07:15
156,35,-52.5,0.58,0:07:30
157,11,-147.5,0.58,0:07:36
158,14,-140.3,0.58,0:07:42
159,33,-46.6,0.58,0:07:56
160,16,-116.5,0.57,0:08:04
161,13,-138.8,0.57,0:08:10
162,11,-149.0,0.57,0:08:15
163,14,-135.2,0.57,0:08:21
164,21,-90.6,0.57,0:08:31
165,33,-35.5,0.56,0:08:45
166,29,-20.3,0.56,0:08:58
167,20,-106.8,0.56,0:09:07
168,11,-146.0,0.56,0:09:12
169,12,-143.9,0.56,0:09:17
170,18,-114.5,0.55,0:09:25
171,17,-123.7,0.55,0:09:33
172,14,-138.2,0.55,0:09:40
173,16,-111.0,0.55,0:09:47
174,26,-51.2,0.55,0:09:58
175,12,-133.9,0.55,0:10:04
176,32,-35.6,0.54,0:10:18
177,12,-145.4,0.54,0:10:24
178,17,-110.4,0.54,0:10:31
179,17,-98.9,0.54,0:10:39
180,18,-103.9,0.54,0:10:47
181,17,-115.4,0.53,0:10:54
182,17,-127.4,0.53,0:11:02
183,16,-115.0,0.53,0:11:09
184,12,-148.4,0.53,0:11:15
185,18,-106.3,0.53,0:11:23
186,12,-136.9,0.52,0:11:29
187,37,-3.4,0.52,0:11:45
188,16,-107.5,0.52,0:11:52
189,16,-125.0,0.52,0:11:59
190,38,-4.8,0.52,0:12:15
191,13,-138.8,0.52,0:12:22
192,13,-128.8,0.51,0:12:28
193,13,-143.3,0.51,0:12:34
