1,16,-107.0,1.0,0:00:07
2,14,-131.2,1.0,0:00:13
3,14,-129.7,0.99,0:00:20
4,13,-134.8,0.99,0:00:26
5,15,-134.2,0.99,0:00:33
6,18,-104.8,0.98,0:00:41
7,16,-119.0,0.98,0:00:48
8,18,-101.3,0.98,0:00:56
9,13,-131.8,0.97,0:01:02
10,17,-111.4,0.97,0:01:11
11,15,-137.6,0.97,0:01:18
12,12,-142.4,0.96,0:01:23
13,12,-138.4,0.96,0:01:29
14,16,-123.1,0.96,0:01:36
15,16,-106.5,0.95,0:01:44
16,20,-115.3,0.95,0:01:53
17,15,-136.1,0.95,0:02:00
18,14,-135.4,0.94,0:02:06
19,17,-120.4,0.94,0:02:13
20,12,-127.9,0.94,0:02:19
21,16,-111.0,0.93,0:02:26
22,17,-109.9,0.93,0:02:34
23,13,-130.3,0.93,0:02:40
24,34,-21.4,0.92,0:02:54
25,18,-114.4,0.92,0:03:02
26,15,-133.1,0.92,0:03:10
27,34,9.3,0.91,0:03:24
28,13,-146.3,0.91,0:03:30
29,19,-100.7,0.91,0:03:39
30,34,-49.5,0.9,0:03:54
31,16,-135.5,0.9,0:04:01
32,33,-18.3,0.9,0:04:15
33,23,-113.5,0.89,0:04:25
34,17,-105.4,0.89,0:04:33
35,19,-123.7,0.89,0:04:41
36,13,-140.3,0.88,0:04:47
37,25,-65.5,0.88,0:04:58
38,17,-105.4,0.88,0:05:06
39,16,-112.5,0.88,0:05:13
40,32,-8.6,0.87,0:05:27
41,17,-103.4,0.87,0:05:35
42,26,-43.7,0.87,0:05:46
43,23,-99.5,0.86,0:05:57
44,16,-105.0,0.86,0:06:04
45,15,-105.6,0.86,0:06:11
46,12,-135.4,0.85,0:06:16
47,42,31.6,0.85,0:06:34
48,18,-103.0,0.85,0:06:42
49,25,-96.7,0.85,0:06:54
50,12,-135.4,0.84,0:06:59
51,34,-14.7,0.84,0:07:14
52,14,-141.2,0.84,0:07:20
53,13,-130.3,0.83,0:07:26
54,17,-92.4,0.83,0:07:34
55,13,-145.4,0.83,0:07:40
56,13,-141.8,0.82,0:07:46
57,17,-100.9,0.82,0:07:54
58,18,-108.8,0.82,0:08:02
59,11,-146.0,0.82,0:08:07
60,16,-103.0,0.81,0:08:14
61,33,-27.4,0.81,0:08:29
62,35,-19.0,0.81,0:08:44
63,16,-109.5,0.8,0:08:51
64,14,-110.7,0.8,0:08:57
65,33,-41.0,0.8,0:09:12
66,15,-105.6,0.8,0:09:19
67,16,-116.0,0.79,0:09:26
68,12,-143.9,0.79,0:09:31
69,12,-145.4,0.79,0:09:37
70,17,-105.4,0.79,0:09:44
71,12,-129.4,0.78,0:09:50
72,15,-126.2,0.78,0:09:57
73,17,-114.4,0.78,0:10:05
74,22,-105.4,0.77,0:10:14
75,16,-104.5,0.77,0:10:21
76,16,-119.5,0.77,0:10:29
77,20,-104.1,0.77,0:10:38
78,13,-140.3,0.76,0:10:44
79,15,-105.1,0.76,0:10:51
80,13,-141.8,0.76,0:10:57
81,14,-123.7,0.76,0:11:03
82,13,-134.8,0.75,0:11:09
83,14,-123.7,0.75,0:11:15
84,15,-118.6,0.75,0:11:22
85,40,105.9,0.74,0:11:39
86,17,-108.6,0.74,0:11:47
87,15,-128.6,0.74,0:11:54
88,39,96.7,0.74,0:12:11
89,13,-137.3,0.73,0:12:16
90,16,-120.5,0.73,0:12:24
91,27,-30.9,0.73,0:12:35
92,16,-121.0,0.73,0:12:43
93,12,-130.9,0.72,0:12:48
94,33,-13.5,0.72,0:13:03
95,15,-128.7,0.72,0:13:09
96,18,-105.4,0.72,0:13:18
97,14,-133.7,0.71,0:13:24
98,34,-30.0,0.71,0:13:38
99,23,-100.3,0.71,0:13:48
100,16,-106.0,0.71,0:13:56
101,15,-106.6,0.7,0:14:03
102,14,-117.7,0.7,0:14:09
103,15,-113.6,0.7,0:14:16
104,14,-109.7,0.7,0:14:22
105,33,26.3,0.69,0:14:36
106,12,-142.4,0.69,0:14:42
