145,21,-144.8,0.49
146,22,-146.8,0.48
147,36,-172.4,0.48
148,19,-146.8,0.48
149,34,-84.5,0.48
150,38,-112.7,0.47
151,25,-168.1,0.47
152,22,-148.1,0.47
153,20,-143.5,0.47
154,26,-161.2,0.46
155,23,-144.2,0.46
156,17,-173.9,0.46
157,21,-167.3,0.46
158,22,-146.8,0.46
159,23,-139.5,0.45
160,19,-146.8,0.45
161,24,-190.7,0.45
162,32,-82.5,0.45
163,31,-116.2,0.44
164,28,-166.2,0.44
165,19,-155.4,0.44
166,21,-163.1,0.44
167,45,-91.6,0.44
168,18,-167.3,0.43
169,38,-34.5,0.43
170,17,-155.4,0.43
171,20,-198.9,0.43
172,19,-154.1,0.42
173,21,-143.5,0.42
174,17,-167.3,0.42
175,18,-154.1,0.42
176,23,-152.5,0.42
177,34,-113.4,0.41
178,31,-76.8,0.41
179,28,-113.5,0.41
180,19,-167.3,0.41
181,37,-74.1,0.41
182,20,-150.1,0.4
183,31,-72.8,0.4
184,35,-39.8,0.4
185,21,-147.5,0.4
186,34,-59.6,0.4
187,29,-181.2,0.39
188,20,-140.2,0.39
189,19,-159.1,0.39
190,27,-149.3,0.39
191,33,-112.7,0.39
192,20,-141.5,0.38
193,17,-155.4,0.38
194,17,-170.6,0.38
195,26,-141.7,0.38
196,15,-177.2,0.38
197,19,-157.4,0.37
198,33,-52.3,0.37
199,19,-141.5,0.37
200,17,-170.6,0.37
201,19,-143.5,0.37
202,34,-61.9,0.37
203,23,-136.2,0.36
204,33,-162.0,0.36
205,19,-146.8,0.36
206,24,-187.3,0.36
207,28,-131.0,0.36
208,19,-154.1,0.35
209,16,-170.6,0.35
210,16,-177.2,0.35
211,18,-164.0,0.35
212,15,-173.9,0.35
213,24,-172.5,0.35
214,29,-144.4,0.34
215,18,-157.4,0.34
216,23,-185.7,0.34
217,39,-75.0,0.34
218,42,-99.5,0.34
219,25,-187.0,0.34
220,33,-121.9,0.33
221,16,-164.0,0.33
222,14,-180.5,0.33
223,16,-167.3,0.33
224,26,-202.4,0.33
225,14,-190.4,0.33
226,16,-173.9,0.32
227,20,-140.2,0.32
228,46,-20.6,0.32
229,33,-76.6,0.32
230,17,-164.0,0.32
231,19,-152.1,0.32
232,33,-45.7,0.31
233,17,-155.4,0.31
234,27,-91.3,0.31
235,37,-70.0,0.31
236,27,-156.2,0.31
237,19,-155.4,0.31
238,15,-180.5,0.3
239,56,31.0,0.3
240,33,-145.8,0.3
241,16,-167.3,0.3
242,25,-152.6,0.3
243,33,-65.0,0.3
244,18,-169.0,0.3
245,56,-123.6,0.29
246,21,-134.9,0.29
247,29,-66.2,0.29
248,40,-50.2,0.29
249,27,-111.8,0.29
250,21,-180.7,0.29
251,50,4.2,0.29
252,16,-170.6,0.28
253,57,17.3,0.28
254,59,11.2,0.28
255,50,5.5,0.28
256,23,-129.6,0.28
257,15,-170.6,0.28
258,19,-170.7,0.28
259,46,-88.1,0.27
260,35,-115.1,0.27
261,30,-105.3,0.27
262,24,-175.8,0.27
263,40,-25.3,0.27
264,20,-134.9,0.27
265,29,-69.4,0.27
266,33,-56.3,0.26
267,33,-47.7,0.26
268,28,-162.9,0.26
269,30,-74.0,0.26
270,31,-112.7,0.26
271,16,-170.6,0.26
272,17,-167.3,0.26
273,14,-177.2,0.26
274,13,-183.8,0.25
275,67,138.8,0.25
276,15,-177.2,0.25
277,15,-170.6,0.25
278,21,-175.7,0.25
279,23,-165.8,0.25
280,17,-160.7,0.25
281,26,-156.6,0.25
282,20,-190.6,0.24
283,42,-33.7,0.24
284,23,-119.7,0.24
285,20,-132.9,0.24
286,16,-173.9,0.24
287,18,-154.1,0.24
288,22,-129.6,0.24
289,17,-167.3,0.24
290,70,117.1,0.23
291,17,-164.0,0.23
292,16,-170.6,0.23
293,54,-32.7,0.23
294,20,-175.7,0.23
295,19,-179.0,0.23
296,19,-154.1,0.23
297,21,-165.8,0.23
298,26,-141.0,0.23
299,17,-157.4,0.22
300,19,-150.8,0.22
301,16,-170.6,0.22
302,39,-169.9,0.22
303,15,-177.2,0.22
304,18,-157.4,0.22
305,31,-84.8,0.22
306,44,9.3,0.22
307,26,-134.4,0.22
308,16,-167.3,0.21
309,34,-61.3,0.21
310,38,-38.5,0.21
