1,19,-167.3,1.0
2,27,-152.6,0.99
3,29,-161.2,0.99
4,33,-93.1,0.99
5,17,-170.6,0.98
6,21,-170.7,0.98
7,23,-172.4,0.97
8,21,-146.1,0.97
9,18,-164.0,0.96
10,34,-82.1,0.96
11,25,-190.0,0.95
12,26,-170.8,0.95
13,20,-152.1,0.94
14,19,-170.6,0.94
15,19,-164.0,0.93
16,38,-52.7,0.93
17,25,-185.7,0.92
18,22,-147.5,0.92
19,31,-144.0,0.91
20,31,-162.6,0.91
21,207,118.8,0.9
22,43,-88.6,0.9
23,20,-151.4,0.9
24,25,-180.7,0.89
25,27,-180.8,0.89
26,41,-119.9,0.88
27,22,-148.1,0.88
28,37,-170.0,0.87
29,23,-146.8,0.87
30,22,-147.5,0.86
31,32,-115.2,0.86
32,32,-73.7,0.86
33,25,-122.3,0.85
34,24,-140.9,0.85
35,27,-147.9,0.84
36,29,-162.6,0.84
37,19,-148.1,0.83
38,27,-145.9,0.83
39,27,-164.5,0.83
40,42,-161.2,0.82
41,20,-146.8,0.82
42,32,-108.6,0.81
43,21,-146.8,0.81
44,22,-198.9,0.81
45,50,-129.2,0.8
46,30,-169.6,0.8
47,38,-90.3,0.79
48,16,-180.5,0.79
49,19,-164.0,0.79
50,20,-144.8,0.78
51,17,-167.3,0.78
52,44,-87.1,0.77
53,23,-136.2,0.77
54,19,-164.0,0.77
55,18,-170.6,0.76
56,17,-164.0,0.76
57,16,-177.2,0.76
58,19,-157.4,0.75
59,22,-164.1,0.75
60,22,-151.5,0.74
61,31,-197.5,0.74
62,24,-141.5,0.74
63,19,-150.1,0.73
64,19,-167.3,0.73
65,36,-49.7,0.73
66,21,-148.8,0.72
67,38,-43.1,0.72
68,23,-139.5,0.71
69,28,-176.8,0.71
70,28,-134.4,0.71
71,18,-173.9,0.7
72,17,-167.3,0.7
73,17,-164.0,0.7
74,40,-92.6,0.69
75,21,-145.5,0.69
76,18,-160.7,0.69
77,42,-61.4,0.68
78,23,-147.5,0.68
79,17,-180.5,0.68
80,19,-164.0,0.67
81,24,-170.1,0.67
82,16,-173.9,0.67
83,34,-150.8,0.66
84,20,-177.3,0.66
85,29,-173.2,0.66
86,39,-107.4,0.65
87,17,-170.6,0.65
88,20,-145.5,0.65
89,21,-148.1,0.64
90,22,-192.3,0.64
91,17,-170.6,0.64
92,21,-141.5,0.63
93,19,-153.4,0.63
94,33,-65.5,0.63
95,20,-172.3,0.62
96,19,-160.7,0.62
97,16,-164.0,0.62
98,36,-81.5,0.61
99,49,0.0999999999999,0.61
100,20,-154.1,0.61
101,17,-160.7,0.61
102,22,-144.8,0.6
103,29,-158.3,0.6
104,31,-115.5,0.6
105,37,-69.3,0.59
106,18,-157.4,0.59
107,36,-59.6,0.59
108,21,-169.1,0.58
109,21,-173.7,0.58
110,28,-167.6,0.58
111,31,-71.5,0.58
112,17,-167.3,0.57
113,35,-74.2,0.57
114,23,-139.9,0.57
115,33,-162.7,0.56
116,26,-176.5,0.56
117,30,-154.3,0.56
118,41,-71.4,0.56
119,49,-207.9,0.55
120,20,-141.5,0.55
121,30,-129.2,0.55
122,22,-143.2,0.55
123,21,-141.5,0.54
124,35,-44.4,0.54
125,19,-168.7,0.54
126,27,-176.5,0.53
127,20,-146.8,0.53
128,41,-163.1,0.53
129,37,-91.6,0.53
130,17,-164.0,0.52
131,20,-148.1,0.52
132,25,-183.7,0.52
133,54,32.7,0.52
134,30,-103.3,0.51
135,21,-141.5,0.51
136,35,-179.3,0.51
137,20,-146.8,0.51
138,34,-76.2,0.5
139,32,-69.3,0.5
140,24,-157.2,0.5
141,53,-247.8,0.5
142,18,-160.7,0.49
143,17,-170.6,0.49
144,22,-151.5,0.49
